TRAVELER_ID,GENDER,AGE_GRP,INCOME,trip_day,TRAVEL_NUM,TRAVEL_STYL_1,TRAVEL_STYL_2,TRAVEL_STYL_3,TRAVEL_STYL_4,TRAVEL_STYL_5,TRAVEL_STYL_6,TRAVEL_STYL_7,TRAVEL_STYL_8,TRAVEL_MOTIVE_1,TRAVEL_COMPANIONS_NUM,SIDO,GUNGU,VISIT_AREA_NM,RESIDENCE_TIME_MIN,VISIT_AREA_TYPE_CD,REVISIT_YN,DGSTFN,REVISIT_INTENTION,RCMDTN_INTENTION,sort
a007584,1,20,6,1,4,5,3,3,4,4,4,4,4,3,1,서울,종로구,국립현대미술관 서울관,60,3,0,5,5,5,164
a001944,1,20,4,1,1,5,3,3,4,4,4,4,4,2,0,서울,종로구,국립현대미술관 서울관,30,3,1,5,5,5,425
a000951,1,20,2,3,3,5,3,3,4,4,4,4,4,5,0,서울,종로구,국립현대미술관 서울관,30,3,1,5,5,5,1337
a007837,1,20,3,1,1,5,3,3,4,4,4,4,4,1,0,서울,종로구,국립현대미술관 서울관,60,3,1,5,5,5,1629
a003363,1,20,1,1,6,5,3,3,4,4,4,4,4,3,1,서울,종로구,국립현대미술관 서울관,60,3,1,4,4,4,1166
a000962,0,20,1,3,2,5,3,3,4,4,4,4,4,2,0,서울,종로구,국립현대미술관 서울관,60,3,0,5,5,5,865
a009402,1,20,3,3,5,5,3,3,4,4,4,4,4,1,1,서울,종로구,국립현대미술관 서울관,90,3,0,4,4,4,396
a000632,1,20,1,1,4,5,3,3,4,4,4,4,4,8,0,서울,종로구,국립현대미술관 서울관,30,3,0,5,5,5,72
a001293,1,20,1,2,1,5,3,3,4,4,4,4,4,1,3,서울,종로구,국립현대미술관 서울관,30,3,1,5,5,5,275
a005012,0,20,2,2,4,5,3,3,4,4,4,4,4,8,0,서울,종로구,국립현대미술관 서울관,60,3,1,4,3,4,40
a002681,1,20,2,3,3,5,3,3,4,4,4,4,4,1,0,서울,종로구,국립현대미술관 서울관,90,3,0,5,5,5,1838
a008270,1,20,1,2,1,5,3,3,4,4,4,4,4,5,1,서울,종로구,국립현대미술관 서울관,60,3,0,5,3,4,1880
a000632,1,20,1,1,4,5,3,3,4,4,4,4,4,8,0,서울,종로구,국립현대미술관 서울관,120,3,0,5,5,5,73
a003576,1,20,4,1,1,5,3,3,4,4,4,4,4,7,0,서울,종로구,국립현대미술관 서울관,60,3,0,5,5,5,1719
a012356,1,20,1,2,6,5,3,3,4,4,4,4,4,1,0,서울,종로구,국립현대미술관 서울관,90,3,0,5,5,5,559
a004557,1,20,3,2,3,5,3,3,4,4,4,4,4,1,3,서울,종로구,국립현대미술관 서울관,30,3,0,4,4,4,1857
a001828,0,20,1,2,6,5,3,3,4,4,4,4,4,7,1,서울,종로구,국립현대미술관 서울관,30,3,0,4,5,5,1034
a001964,1,20,2,2,4,5,3,3,4,4,4,4,4,1,0,서울,종로구,국립현대미술관 서울관,60,3,0,5,5,5,306
a004173,0,20,1,2,4,5,3,3,4,4,4,4,4,3,1,서울,종로구,국립현대미술관 서울관,120,3,0,5,5,5,1679
a017864,0,20,1,1,2,5,3,3,4,4,4,4,4,1,0,서울,종로구,국립현대미술관 서울관,30,3,0,3,5,5,1133
a002681,1,20,2,3,3,5,3,3,4,4,4,4,4,1,0,서울,종로구,국립현대미술관 서울관,30,3,1,4,4,4,1840
a002993,1,20,4,1,2,5,3,3,4,4,4,4,4,6,1,서울,종로구,국립현대미술관 서울관,120,3,1,5,5,5,516
a002003,1,20,3,1,1,2,2,2,2,2,2,2,6,1,1,경기도,수원시,국연수집,30,2,0,2,2,2,1665
a010967,1,20,4,2,2,5,3,2,3,4,5,5,5,9,2,서울,중구,그라운드시소 명동,90,4,0,5,5,5,438
a008224,1,20,4,3,1,5,3,2,3,4,5,5,5,1,1,서울,중구,그라운드시소 명동,90,4,0,4,2,4,1413
a001288,1,20,6,3,4,5,3,2,3,4,5,5,5,1,0,서울,중구,그라운드시소 명동,60,3,0,4,4,4,668
a002076,0,20,2,1,3,5,3,2,3,4,5,5,5,2,0,서울,중구,그라운드시소 명동,60,3,0,5,5,5,845
a000751,1,20,1,3,6,3,2,2,4,4,4,4,6,4,0,서울,종로구,그라운드시소 서촌,60,3,0,4,4,4,1270
a015734,1,20,2,3,2,3,2,2,4,4,4,4,6,2,1,서울,종로구,그라운드시소 서촌,90,4,0,4,4,4,1584
a001132,1,20,4,4,2,3,4,2,6,5,3,5,5,7,0,서울,성동구,그라운드시소 성수,150,3,0,4,4,5,942
a013660,0,20,5,2,2,3,4,2,6,5,3,5,5,1,0,서울,성동구,그라운드시소 성수,60,4,1,4,4,4,877
a011117,0,20,2,3,3,3,4,2,6,5,3,5,5,8,0,서울,성동구,그라운드시소 성수,90,4,0,5,5,5,693
a000751,1,20,1,3,6,4,3,3,4,4,5,5,5,4,0,서울,용산구,그랑핸드 남산,60,4,0,5,5,5,1267
a001638,1,20,3,2,1,4,1,1,4,4,7,1,7,3,1,서울,강남구,그랑핸드 도산,30,4,0,4,5,5,1199
a002993,1,20,4,1,2,4,5,1,2,2,6,2,4,6,1,서울,종로구,그랑핸드 북촌,30,4,1,5,5,5,517
a002396,1,20,4,1,1,4,5,1,2,2,6,2,4,2,0,서울,종로구,그랑핸드 북촌,30,4,0,5,5,5,1751
a008107,0,20,4,1,4,6,6,2,2,4,1,7,5,1,3,서울,종로구,그랑핸드 서촌,30,4,0,4,4,4,187
a003182,1,20,4,2,2,1,2,2,3,5,6,6,6,7,0,서울,종로구,그랑핸드 소격,30,4,1,5,4,4,470
a000653,0,20,1,3,6,4,2,2,3,3,3,5,6,2,1,서울,광진구,그랜드워커힐서울,210,3,0,4,4,4,508
a006209,1,20,4,2,8,4,2,2,3,3,3,5,6,2,1,서울,광진구,그랜드워커힐서울,60,6,0,3,4,4,191
a000940,1,20,1,3,2,2,1,2,5,6,2,2,1,8,1,경기,파주시,금촌통일시장,30,4,0,4,2,2,644
a001092,1,20,5,2,1,2,1,1,2,6,5,6,7,5,1,경기,김포시,김포아트빌리지,60,3,0,5,4,3,1245
a003919,1,20,6,2,1,2,1,3,2,2,5,5,1,1,1,경기,김포시,김포한옥마을,30,7,0,4,3,3,1075
a006351,0,20,4,1,1,1,7,1,4,1,1,7,1,1,0,경기,양주시,나리공원,150,1,0,5,4,5,131
a001927,1,20,1,2,5,5,7,2,4,3,4,7,2,8,1,서울,마포구,나이키 스타일홍대,30,4,0,4,3,3,1458
d000562,1,20,4,2,5,1,1,1,1,2,6,7,7,2,0,경기,성남시,나인트리프리미어호텔 서울판교,90,5,0,5,5,5,223
a010954,1,20,3,2,1,5,2,2,4,5,3,4,5,7,1,서울,종로구,낙산공원,30,2,0,4,3,4,1599
a008270,1,20,1,2,1,5,2,2,4,5,3,4,5,5,1,서울,종로구,낙산공원,30,7,1,5,5,5,1881
a015803,0,20,2,3,6,5,2,2,4,5,3,4,5,6,0,서울,종로구,낙산공원,90,1,0,4,4,5,340
a005423,0,20,5,2,1,5,2,2,4,5,3,4,5,2,0,서울,종로구,낙산공원,30,1,0,4,4,4,1625
a001857,1,20,3,2,5,5,2,2,4,5,3,4,5,2,0,서울,종로구,낙산공원,30,1,0,3,2,3,215
a002378,0,20,7,4,2,6,3,5,7,6,6,5,5,7,0,서울특별시,마포구,난지한강공원,420,1,0,5,5,5,829
a015272,0,20,4,2,1,4,2,3,3,4,5,3,4,7,1,서울,중구,남대문시장,30,4,0,5,3,3,245
a000984,0,20,6,5,10,4,2,3,3,4,5,3,4,7,0,서울,중구,남대문시장,30,4,0,3,4,4,747
a003223,0,20,5,2,4,1,1,1,1,1,5,3,1,2,0,경기,수원시,남문로데오시장,60,4,0,4,3,3,22
a001949,1,20,4,2,2,4,2,1,2,6,6,6,7,3,1,서울,중구,남산골한옥마을,30,7,0,5,4,5,1389
a000506,1,20,3,10,3,4,2,2,4,5,4,4,6,4,0,서울,중구,남산공원,90,7,1,3,4,3,1442
a001079,0,20,2,2,1,4,2,2,4,5,4,4,6,1,0,서울,중구,남산공원,60,7,0,4,4,4,1612
a014858,0,20,1,2,1,4,2,2,4,5,4,4,6,3,1,서울,중구,남산공원,120,1,0,4,3,4,1793
c002035,0,20,3,1,3,4,2,2,4,5,4,4,6,2,0,서울,중구,남산공원,30,1,1,4,4,4,8
a001448,1,20,5,3,5,4,2,4,3,2,3,5,4,3,1,서울,용산구,남산공원 N서울타워,90,1,0,5,5,5,44
a009683,0,20,4,3,1,4,2,4,3,2,3,5,4,3,1,서울,용산구,남산공원 N서울타워,180,1,0,5,5,5,122
a002986,0,20,2,1,1,4,2,4,3,2,3,5,4,1,0,서울,용산구,남산공원 N서울타워,120,1,1,5,5,5,820
a002237,1,20,1,2,1,4,2,4,3,2,3,5,4,1,0,서울,용산구,남산공원 N서울타워,60,1,0,5,5,5,50
a001927,1,20,1,2,5,4,2,4,3,2,3,5,4,8,1,서울,용산구,남산공원 N서울타워,90,1,0,4,4,4,1460
a014772,1,20,4,1,2,4,2,4,3,2,3,5,4,5,1,서울,용산구,남산공원 N서울타워,90,1,1,5,5,5,673
a002239,0,20,4,2,5,4,2,4,3,2,3,5,4,1,0,서울,용산구,남산공원 N서울타워,60,1,0,5,5,5,103
a015272,0,20,4,2,1,2,2,3,3,4,5,1,3,7,1,서울,중구,남산돈가스거리,90,7,0,3,2,2,243
a010181,0,20,2,3,1,6,2,3,4,4,3,4,5,3,1,서울특별시,중구,남산서울타워,60,1,1,5,5,5,89
a013881,0,20,3,3,1,6,2,3,4,4,3,4,5,1,0,서울특별시,중구,남산서울타워,60,1,1,5,5,5,222
a008269,0,20,7,3,4,6,2,3,4,4,3,4,5,1,0,서울특별시,중구,남산서울타워,90,7,1,4,4,5,1474
d005429,0,20,2,3,5,6,2,3,4,4,3,4,5,2,0,서울특별시,중구,남산서울타워,90,4,0,5,5,5,376
a001448,1,20,5,3,5,2,2,2,2,4,4,3,5,3,1,서울,중구,남산케이블카,120,6,0,4,3,5,46
a015272,0,20,4,2,1,2,2,2,2,4,4,3,5,7,1,서울,중구,남산케이블카,90,6,0,4,2,3,241
a004186,0,20,4,2,3,2,3,1,5,4,3,4,6,4,0,경기도,광주시,남한산성,60,2,1,4,4,4,1573
a010118,0,20,1,2,4,2,3,1,5,4,3,4,6,7,0,경기도,광주시,남한산성,120,2,0,4,3,4,1249
a007559,0,20,3,1,6,2,3,1,5,4,3,4,6,7,1,경기도,광주시,남한산성,120,2,0,5,5,5,417
a004497,0,20,3,1,1,2,3,1,5,4,3,4,6,2,1,경기도,광주시,남한산성,60,2,1,2,5,4,405
a006312,0,20,4,1,8,7,2,1,6,6,2,1,5,1,0,경기,성남시,남한산성공원,60,2,0,5,5,5,1732
a011616,0,20,4,1,1,2,1,1,2,6,6,3,3,3,1,경기,양주시,내마음의숲,150,1,0,5,5,5,1900
a015650,1,20,2,2,1,3,2,2,3,6,5,1,6,3,1,서울,광진구,넥스트에디션 보네르관,120,3,0,4,3,4,280
a002042,1,20,2,2,3,4,3,3,4,5,4,4,4,1,1,서울,용산구,노들섬,90,1,0,5,5,5,1456
a003452,0,20,1,3,3,4,3,3,4,5,4,4,4,3,1,서울,용산구,노들섬,300,8,0,5,5,5,1276
a014142,0,20,2,2,3,4,3,3,4,5,4,4,4,3,1,서울,용산구,노들섬,60,1,0,4,3,4,146
a010181,0,20,2,3,1,4,3,3,4,5,4,4,4,3,1,서울,용산구,노들섬,60,1,1,5,5,5,88
a009792,0,20,2,3,3,4,3,3,4,5,4,4,4,1,1,서울,용산구,노들섬,120,3,0,5,5,5,1779
a005034,0,20,4,2,1,1,1,2,3,2,2,2,3,8,0,경기,수원시,노랑행궁,30,2,1,3,3,3,822
a005034,0,20,4,2,1,1,1,2,3,2,2,2,3,8,0,경기,수원시,노랑행궁,30,2,1,2,3,3,823
a007929,1,20,3,1,2,4,2,2,2,6,2,5,4,3,1,서울,동작구,노량진수산물도매시장,60,4,0,4,4,4,1806
a003597,0,20,2,2,1,4,2,2,2,6,2,5,4,3,1,서울,동작구,노량진수산물도매시장,30,4,1,3,3,3,685
a003597,0,20,2,2,1,4,2,2,2,6,2,5,4,3,1,서울,동작구,노량진수산물도매시장,30,4,0,5,5,5,686
a003597,0,20,2,2,1,4,2,2,2,6,2,5,4,3,1,서울,동작구,노량진수산물도매시장,210,4,1,5,5,5,687
a001999,1,20,3,2,9,4,2,2,2,6,2,5,4,1,0,서울,동작구,노량진수산물도매시장,30,4,0,1,4,4,984
a003597,0,20,2,2,1,4,2,2,2,6,2,5,4,3,1,서울,동작구,노량진수산물도매시장,60,4,1,5,4,5,684
a004224,0,20,4,3,1,3,4,3,3,4,3,3,5,7,0,서울,동작구,노량진컵밥거리,30,4,1,5,5,5,1884
a001999,1,20,3,2,9,3,4,3,3,4,3,3,5,1,0,서울,동작구,노량진컵밥거리,60,4,0,4,4,4,987
a004793,0,20,1,1,1,3,4,3,3,4,3,3,5,8,0,서울,동작구,노량진컵밥거리,30,4,1,4,4,4,1165
a003230,1,20,5,2,3,6,3,2,5,6,4,3,6,1,0,서울,종로구,노무현시민센터,60,3,0,3,3,3,248
a003182,1,20,4,2,2,1,2,2,3,5,6,6,6,7,0,서울,종로구,논픽션 삼청,30,4,1,5,5,5,469
a003597,0,20,2,2,1,4,2,2,3,7,2,6,3,3,1,서울,성동구,논픽션 성수,30,4,0,5,2,4,688
a002949,1,20,5,3,4,4,2,4,6,5,4,6,3,1,1,서울,서초구,뉴코아아울렛 강남점,90,4,0,4,3,3,1109
a006518,1,20,4,1,4,5,5,5,3,5,3,6,6,1,0,경기,수원시,뉴코아아울렛 동수원점,30,4,0,5,5,5,531
a009626,1,20,2,1,5,4,3,2,4,4,3,3,4,1,0,경기,동두천시,니지모리스튜디오,90,3,0,4,2,3,1291
a000891,0,20,4,1,2,4,3,2,4,4,3,3,4,8,1,경기,동두천시,니지모리스튜디오,150,6,0,4,5,5,416
a013594,0,20,1,1,1,4,3,2,4,4,3,3,4,3,1,경기,동두천시,니지모리스튜디오,360,2,0,4,4,4,1724
a006054,0,20,3,2,6,3,1,2,4,4,3,2,4,7,1,경기,남양주시,다산생태공원,60,1,0,5,4,4,1844
a010571,0,20,1,2,1,3,1,2,4,4,3,2,4,4,1,경기,남양주시,다산생태공원,90,1,0,5,5,5,961
a001716,0,20,1,2,1,6,4,2,5,5,6,4,5,1,1,서울,종로구,대림상가,60,4,0,3,4,4,489
a003546,1,20,2,1,3,4,2,2,5,6,4,2,6,1,1,경기,안산시,대부바다향기테마파크,90,6,1,4,4,4,731
a008222,0,20,1,2,1,4,1,1,4,7,4,1,1,6,0,인천,중구,대불호텔 전시관,30,3,0,4,3,3,835
a005012,0,20,2,2,4,6,4,2,4,4,4,6,6,8,0,서울,종로구,대한민국역사박물관,60,2,1,4,3,4,34
a001828,0,20,1,2,6,6,4,2,4,4,4,6,6,7,1,서울,종로구,대한민국역사박물관,30,2,0,4,3,3,1035
a002331,1,20,4,1,2,2,3,2,5,6,3,2,7,7,0,경기,여주시,대한불교조계종 신륵사,120,2,0,4,4,4,1615
a001029,0,20,2,3,5,2,2,2,1,4,7,2,6,3,1,인천,연수구,더스테이송도,60,5,0,5,5,5,1496
a000477,1,20,5,2,4,4,5,4,7,4,2,7,7,2,1,서울,성동구,더페이지갤러리,30,3,0,4,4,4,1169
a001356,0,20,6,2,2,4,2,2,3,1,3,5,3,8,1,서울,중구,더플레인,30,4,0,5,4,4,1919
a014022,0,20,4,3,1,4,2,2,3,4,4,3,5,2,0,서울,영등포구,더현대서울,180,4,0,5,5,5,302
a000751,1,20,1,3,6,4,2,2,3,4,4,3,5,4,0,서울,영등포구,더현대서울,60,4,1,5,5,5,1272
a006390,1,20,4,1,1,4,2,2,3,4,4,3,5,1,0,서울,영등포구,더현대서울,30,4,1,4,5,5,1229
a001103,0,20,4,3,4,4,2,2,3,4,4,3,5,1,0,서울,영등포구,더현대서울,120,4,0,4,3,4,900
a013881,0,20,3,3,1,4,2,2,3,4,4,3,5,1,0,서울,영등포구,더현대서울,30,4,0,5,5,5,219
a000201,1,20,4,3,4,4,2,2,3,4,4,3,5,3,1,서울,영등포구,더현대서울,120,4,0,4,4,5,1282
a012504,0,20,1,2,1,4,2,2,3,4,4,3,5,4,0,서울,영등포구,더현대서울,150,4,0,4,4,4,334
a005678,1,20,3,1,3,4,2,2,3,4,4,3,5,5,0,서울,영등포구,더현대서울,60,4,1,5,5,5,260
a001964,1,20,2,2,4,4,2,2,3,4,4,3,5,1,0,서울,영등포구,더현대서울,90,4,1,5,5,5,309
a000817,0,20,3,2,3,4,2,2,3,4,4,3,5,1,0,서울,영등포구,더현대서울,180,4,0,4,4,4,1159
a009609,1,20,1,2,2,4,2,2,3,4,4,3,5,3,1,서울,영등포구,더현대서울,60,4,1,5,5,5,956
a012159,1,20,4,1,3,4,2,2,3,4,4,3,5,5,0,서울,영등포구,더현대서울,120,4,1,5,5,5,410
a000795,0,20,2,2,2,4,2,2,3,4,4,3,5,3,1,서울,영등포구,더현대서울,240,4,0,5,5,5,1092
a002493,0,20,5,2,1,4,2,2,3,4,4,3,5,8,0,서울,영등포구,더현대서울,90,4,0,5,5,5,783
a008715,0,20,4,3,2,4,2,2,3,4,4,3,5,3,1,서울,영등포구,더현대서울,90,4,1,5,5,5,1319
a003317,1,20,4,3,4,4,2,2,3,4,4,3,5,2,0,서울,영등포구,더현대서울,60,4,0,5,5,5,860
a000082,0,20,5,3,1,4,2,2,3,4,4,3,5,1,1,서울,영등포구,더현대서울,60,4,0,3,2,3,705
a001109,0,20,2,3,3,4,2,2,3,4,4,3,5,1,1,서울,영등포구,더현대서울,120,4,0,4,4,5,1017
a003647,1,20,4,2,3,4,2,2,3,4,4,3,5,2,1,서울,영등포구,더현대서울,150,4,1,4,3,3,1232
a001103,0,20,4,3,4,4,2,2,3,4,4,3,5,1,0,서울,영등포구,더현대서울,30,3,0,3,3,3,899
a009760,0,20,5,2,2,4,2,2,3,4,4,3,5,1,1,서울,영등포구,더현대서울,60,4,0,5,5,5,1376
a004023,1,20,1,2,1,4,2,2,3,4,4,3,5,7,1,서울,영등포구,더현대서울,120,4,0,5,5,5,518
a004173,0,20,1,2,4,4,2,2,3,4,4,3,5,3,1,서울,영등포구,더현대서울,120,4,1,5,5,5,1678
a003436,0,20,4,3,4,4,2,2,3,4,4,3,5,2,0,서울,영등포구,더현대서울,30,4,1,5,5,5,1772
a000413,0,20,2,3,3,4,2,2,3,4,4,3,5,1,1,서울,영등포구,더현대서울,210,4,0,5,5,5,59
a002985,1,20,4,2,3,4,2,2,3,4,4,3,5,2,0,서울,영등포구,더현대서울,60,4,0,3,3,3,1452
a005364,0,20,5,2,2,4,2,2,3,4,4,3,5,1,0,서울,영등포구,더현대서울,60,4,1,4,4,4,505
a000116,0,20,4,3,1,4,2,2,3,4,4,3,5,1,0,서울,영등포구,더현대서울,60,4,1,3,3,3,1404
a002129,1,20,4,2,2,4,2,2,3,4,4,3,5,1,0,서울,영등포구,더현대서울,180,4,1,5,5,5,503
a001661,1,20,4,2,5,4,2,2,3,4,4,3,5,1,1,서울,영등포구,더현대서울,240,4,0,5,5,5,1905
a010954,1,20,3,2,1,4,2,2,3,4,4,3,5,7,1,서울,영등포구,더현대서울,30,4,0,5,4,5,1600
a000195,1,20,2,3,5,4,2,2,3,4,4,3,5,1,0,서울,영등포구,더현대서울,30,4,1,4,3,3,698
a001750,0,20,2,2,5,4,2,2,3,4,4,3,5,6,1,서울,영등포구,더현대서울,30,4,1,5,5,5,1425
a000358,1,20,4,2,10,4,2,2,3,4,4,3,5,9,2,서울,영등포구,더현대서울,60,1,1,5,5,5,636
a007004,0,20,4,1,3,4,2,2,3,4,4,3,5,1,0,서울,영등포구,더현대서울,30,4,0,3,3,3,1784
a014382,1,20,3,3,3,4,2,2,3,4,4,3,5,1,0,서울,영등포구,더현대서울,270,4,1,5,5,5,1417
a004841,1,20,1,2,1,4,2,2,3,4,4,3,5,2,1,서울,영등포구,더현대서울,90,4,0,5,4,4,1792
a000358,1,20,4,2,10,4,2,2,3,4,4,3,5,9,2,서울,영등포구,더현대서울,180,4,1,5,5,5,635
a014948,1,20,4,2,2,4,2,2,3,4,4,3,5,7,2,서울,영등포구,더현대서울,60,4,0,5,5,5,67
a017706,0,20,4,1,6,4,2,2,3,4,4,3,5,1,1,서울,영등포구,더현대서울,60,4,1,5,5,5,1715
a001605,1,20,4,3,4,4,2,2,3,4,4,3,5,7,0,서울,영등포구,더현대서울,60,4,0,4,4,4,91
a000557,0,20,2,3,4,4,2,2,3,4,4,3,5,3,1,서울,영등포구,더현대서울,270,4,0,4,3,4,1758
a011423,0,20,2,2,1,4,2,2,3,4,4,3,5,2,1,서울,영등포구,더현대서울,90,4,0,5,5,5,107
a003179,1,20,2,2,1,4,2,2,3,4,4,3,5,1,0,서울,영등포구,더현대서울,210,4,0,3,2,2,1654
a003179,1,20,2,2,1,4,2,2,3,4,4,3,5,1,0,서울,영등포구,더현대서울,30,4,0,4,4,4,1653
a018188,1,20,4,1,1,4,2,2,3,4,4,3,5,3,1,서울,영등포구,더현대서울,210,4,0,3,3,3,538
a000788,1,20,4,3,3,4,3,2,4,4,5,4,4,3,1,서울,중구,덕수궁,60,2,0,5,5,5,1179
a001944,1,20,4,1,1,4,3,2,4,4,5,4,4,2,0,서울,중구,덕수궁,60,2,1,5,5,5,424
a001109,0,20,2,3,3,4,3,2,4,4,5,4,4,1,1,서울,중구,덕수궁,60,2,0,5,4,5,1016
a001288,1,20,6,3,4,4,3,2,4,4,5,4,4,1,0,서울,중구,덕수궁,30,2,0,4,3,4,669
a004717,0,20,2,1,4,4,3,2,4,4,5,4,4,8,0,서울,중구,덕수궁,60,2,1,4,4,5,1139
a014772,1,20,4,1,2,4,3,2,4,4,5,4,4,5,1,서울,중구,덕수궁,30,2,1,4,5,5,674
a010137,0,20,4,1,3,4,3,2,4,4,5,4,4,1,0,서울,중구,덕수궁,120,2,1,5,5,5,515
a015776,0,20,1,3,5,4,3,2,4,4,5,4,4,3,1,서울,중구,덕수궁,30,2,0,5,4,5,1591
a003016,0,20,4,3,1,4,3,2,4,4,5,4,4,2,1,서울,중구,덕수궁,30,2,0,4,3,4,894
a004211,1,20,1,3,2,4,3,2,4,4,5,4,4,2,1,서울,중구,덕수궁,30,2,1,5,5,5,623
a002095,1,20,4,2,1,4,3,2,4,4,5,4,4,4,0,서울,중구,덕수궁,60,2,0,4,4,5,160
a015355,0,20,1,1,2,4,3,2,4,4,5,4,4,1,0,서울,중구,덕수궁,30,2,0,5,5,5,881
a000554,0,20,1,3,1,4,3,2,4,4,5,4,4,3,1,서울,중구,덕수궁,60,2,0,5,5,5,1367
a009668,1,20,2,3,2,4,3,2,4,4,5,4,4,3,1,서울,중구,덕수궁,60,2,0,5,5,5,1362
a006688,1,20,3,1,1,4,3,2,4,4,5,4,4,3,1,서울,중구,덕수궁,30,2,1,5,5,5,1037
a014619,0,20,4,2,1,4,3,2,4,4,5,4,4,3,1,서울,중구,덕수궁,150,2,0,5,5,5,795
a000136,1,20,3,2,1,4,3,2,4,4,5,4,4,2,2,서울,중구,덕수궁,60,2,0,4,4,4,1832
a002271,0,20,4,3,10,4,3,2,4,4,5,4,4,1,0,서울,중구,덕수궁,90,2,0,5,5,5,1696
c002035,0,20,3,1,3,2,2,2,5,6,2,2,7,2,0,서울,중구,덕수궁 석조전대한제국역사관,60,2,0,5,5,5,7
a005322,1,20,4,1,3,4,3,3,3,3,4,5,5,1,1,서울,중구,덕수궁돌담길,30,7,1,4,3,3,1703
a001887,0,20,3,2,5,4,3,3,3,3,4,5,5,2,0,서울,중구,덕수궁돌담길,30,7,1,3,3,3,1321
a014772,1,20,4,1,2,4,3,3,3,3,4,5,5,5,1,서울,중구,덕수궁돌담길,30,7,1,4,3,4,672
a001927,1,20,1,2,5,4,3,3,3,3,4,5,5,8,1,서울,중구,덕수궁돌담길,30,2,1,3,3,2,1459
a014876,1,20,1,1,4,4,3,3,3,3,4,5,5,4,0,서울,중구,덕수궁돌담길,30,7,1,5,5,4,988
a000277,1,20,4,2,3,4,3,3,3,3,4,5,5,1,1,서울,중구,덕수궁돌담길,30,1,0,5,5,5,1099
a000080,0,20,4,8,2,4,3,3,3,3,4,5,5,1,1,서울,중구,덕수궁돌담길,30,2,0,5,4,4,52
a001142,1,20,5,2,3,4,3,3,3,3,4,5,5,8,1,서울,중구,덕수궁돌담길,30,7,0,5,5,5,471
a014996,1,20,1,2,3,4,3,3,3,3,4,5,5,2,1,서울,중구,덕수궁돌담길,60,7,0,5,4,5,1122
a000898,1,20,5,3,6,3,2,2,1,2,6,7,3,1,1,서울,강남구,도산공원 도산안창호기념관,30,2,0,5,5,5,512
a009792,0,20,2,3,3,3,3,3,4,6,4,6,4,1,1,서울,서대문구,독립문,30,2,0,4,3,4,1777
a000195,1,20,2,3,5,3,3,3,4,6,4,6,4,1,0,서울,서대문구,독립문,30,2,0,4,4,4,700
a004310,0,20,6,1,2,6,1,3,6,5,6,1,7,1,0,서울,종로구,동관왕묘,30,2,0,3,2,3,868
a013881,0,20,3,3,1,4,3,2,3,5,4,4,5,1,0,서울,중구,동대문디자인플라자,90,3,1,5,5,5,220
a000989,1,20,2,2,3,4,3,2,3,5,4,4,5,2,1,서울,중구,동대문디자인플라자,150,3,0,5,5,5,411
a010349,1,20,4,1,1,4,3,2,3,5,4,4,5,8,1,서울,중구,동대문디자인플라자,60,3,1,5,5,5,994
a009760,0,20,5,2,2,4,3,2,3,5,4,4,5,1,1,서울,중구,동대문디자인플라자,120,3,0,4,4,4,1375
a001394,1,20,4,3,2,4,3,2,3,5,4,4,5,3,1,서울,중구,동대문디자인플라자,30,3,0,5,5,5,1380
a003305,0,20,2,2,1,4,3,2,3,5,4,4,5,1,1,서울,중구,동대문디자인플라자,120,3,1,5,5,5,970
a001927,1,20,1,2,5,4,3,2,3,5,4,4,5,8,1,서울,중구,동대문디자인플라자,30,4,0,3,2,2,1457
a003449,1,20,4,3,2,4,3,2,3,5,4,4,5,3,1,서울,중구,동대문디자인플라자,90,3,0,5,3,3,1846
a006940,1,20,2,1,3,4,3,2,3,5,4,4,5,7,0,서울,중구,동대문디자인플라자,30,8,0,5,5,5,1172
a004173,0,20,1,2,4,4,3,2,3,5,4,4,5,3,1,서울,중구,동대문디자인플라자,120,3,1,5,5,5,1680
a003317,1,20,4,3,4,4,3,2,3,5,4,4,5,2,0,서울,중구,동대문디자인플라자,90,3,1,4,4,4,859
a011558,1,20,4,2,2,4,3,2,3,5,4,4,5,3,1,서울,중구,동대문디자인플라자,90,4,1,5,5,5,595
a006411,1,20,3,1,2,4,3,2,3,5,4,4,5,6,0,서울,중구,동대문디자인플라자,60,8,0,4,3,4,461
a012504,0,20,1,2,1,4,3,2,3,5,4,4,5,4,0,서울,중구,동대문디자인플라자,60,3,0,4,2,3,333
a000338,0,20,5,2,6,4,3,2,3,5,4,4,5,3,1,서울,중구,동대문디자인플라자,180,3,1,5,5,4,1521
a015803,0,20,2,3,6,5,4,2,4,5,4,5,6,6,0,서울,종로구,동대문종합시장,30,4,1,3,4,3,341
a002895,1,20,4,3,1,5,4,2,4,5,4,5,6,1,1,서울,종로구,동대문종합시장,60,4,0,4,3,3,1658
a001575,1,20,1,2,7,5,4,2,4,5,4,5,6,1,2,서울,종로구,동대문종합시장,90,4,0,4,4,4,202
a007414,1,20,4,1,5,5,4,2,4,5,4,5,6,3,1,서울,종로구,동대문종합시장,60,4,0,4,4,4,1920
a008222,0,20,1,2,1,4,1,1,4,7,4,1,1,6,0,인천,중구,동인천 개항거리,30,2,1,4,4,5,833
